"ID","PointName","System","Device","PointType","TimeInterval","Unit","Source","Correction"
6570007,"NVE_ECP_300_107nvoI7","Space","143","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6570008,"NVE_ECP_300_107nvoI8","Space","143","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6580001,"NVE_ECP_300_107nvoO1","Radiant Heaters","135","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6580002,"NVE_ECP_300_107nvoO2","Radiant Heaters","139","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6580003,"NVE_ECP_300_107nvoO3","Radiant Heaters","141","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6580004,"NVE_ECP_300_107nvoO4","Radiant Heaters","143","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6590001,"NVE_ECP_300_108nvoI1","Space","127","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6590002,"NVE_ECP_300_108nvoI2","Space","127","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6590003,"NVE_ECP_300_108nvoI3","Space","129","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6590004,"NVE_ECP_300_108nvoI4","Space","129","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6590005,"NVE_ECP_300_108nvoI5","Space","131","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6590006,"NVE_ECP_300_108nvoI6","Space","131","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6590007,"NVE_ECP_300_108nvoI7","Space","133","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6590008,"NVE_ECP_300_108nvoI8","Space","133","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6600001,"NVE_ECP_300_108nvoO1","Radiant Heaters","127","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6600002,"NVE_ECP_300_108nvoO2","Radiant Heaters","129","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6600003,"NVE_ECP_300_108nvoO3","Radiant Heaters","131","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6600004,"NVE_ECP_300_108nvoO4","Radiant Heaters","133","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6610001,"NVE_ECP_300_109nvoI1","Space","119","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6610002,"NVE_ECP_300_109nvoI2","Space","119","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6610003,"NVE_ECP_300_109nvoI3","Space","117-1&2","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6610004,"NVE_ECP_300_109nvoI4","Space","117-1&2","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6610005,"NVE_ECP_300_109nvoI5","Space","121","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6610006,"NVE_ECP_300_109nvoI6","Space","121","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
6620001,"NVE_ECP_300_109nvoO1","Radiant Heaters","119","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6620002,"NVE_ECP_300_109nvoO2","Radiant Heaters","117-1&2","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6620003,"NVE_ECP_300_109nvoO3","Radiant Heaters","121","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6630001,"NVE_ECP_300_110nvoI1","Radiant Slab","RadiantSlab (100)","SlabTempSouth",1,"Degrees F","Sensor","DivBy10"
6630002,"NVE_ECP_300_110nvoI2","Radiant Slab","RadiantSlab","ReturnTemp",1,"Degrees F","Sensor","DivBy10"
6630003,"NVE_ECP_300_110nvoI3","Radiant Slab","RadiantSlab (106)","SlabTempSouth",1,"Degrees F","Sensor","DivBy10"
6630004,"NVE_ECP_300_110nvoI4","Radiant Slab","RadiantSlab (106)","SlabTempNorth",1,"Degrees F","Sensor","DivBy10"
6630005,"NVE_ECP_300_110nvoI5","Radiant Slab","RadiantSlab","SupplyTemp",1,"Degrees F","Sensor","DivBy10"
6630006,"NVE_ECP_300_110nvoI6","Radiant Slab","RadiantSlab (100)","SlabTempNorth",1,"Degrees F","Sensor","DivBy10"
6630007,"NVE_ECP_300_110nvoI7","Radiant Slab","100","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6630008,"NVE_ECP_300_110nvoI8","Radiant Slab","106","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
6630009,"NVE_ECP_300_110nvoI9","Radiant Slab","RadiantSlab","PumpStatus",1,"bin","Control",""
6640001,"NVE_ECP_300_110nvoO1","Radiant Slab","RadiantSlab","ValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
6640002,"NVE_ECP_300_110nvoO2","Radiant Slab","RadiantSlab","PumpStartStop",1,"bin","Control",""
6640003,"NVE_ECP_300_110nvoO3","Radiant Slab","Radiant Slab","RadTempSetpoint",1,"Degrees F","Control",""
7860001,"NVE_ECP_300_201nvoI1","Space","269A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7860002,"NVE_ECP_300_201nvoI2","Space","269A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7860003,"NVE_ECP_300_201nvoI3","Space","Hallway 2-2(D)","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7860004,"NVE_ECP_300_201nvoI4","Space","Hallway 2-2(D)","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7860005,"NVE_ECP_300_201nvoI5","Space","267","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7860006,"NVE_ECP_300_201nvoI6","Space","267","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7860007,"NVE_ECP_300_201nvoI7","Space","265","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7860008,"NVE_ECP_300_201nvoI8","Space","265","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7860009,"NVE_ECP_300_201nvoI9","Space","264","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7860010,"NVE_ECP_300_201nvoI10","Space","264","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7870001,"NVE_ECP_300_201nvoO1","Active Beam","269A","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7870002,"NVE_ECP_300_201nvoO2","Active Beam","269A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7870003,"NVE_ECP_300_201nvoO3","Active Beam","Hallway 2-2(D)","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7870004,"NVE_ECP_300_201nvoO4","Active Beam","Hallway 2-2(D)","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7870005,"NVE_ECP_300_201nvoO5","Active Beam","267","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7870006,"NVE_ECP_300_201nvoO6","Active Beam","267","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7870007,"NVE_ECP_300_201nvoO7","Radiant Heaters","265","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7870008,"NVE_ECP_300_201nvoO8","Active Beam","264","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7880001,"NVE_EC_67_201nvoI1","Fan Coil Units","FC_2_1 (246)","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7880002,"NVE_EC_67_201nvoI2","Fan Coil Units","FC_2_1","SupplyFanStatus",1,"bin","Control",""
7880003,"NVE_EC_67_201nvoI3","Fan Coil Units","FC_2_1","DischargeAirTemp",1,"Degrees F","Sensor","DivBy10"
7880004,"NVE_EC_67_201nvoI4","Fan Coil Units","FC_2_1 (244)","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7880005,"NVE_EC_67_201nvoI5","Atrium C&D","AtriumC&D","StaticPressure",1,"inwc","Sensor",""
7890001,"NVE_EC_67_201nvoO1","Fan Coil Units","FC_2_1","SupplyFanStartStop",1,"bin","Control",""
7890006,"NVE_EC_67_201nvoO6","Fan Coil Units","FC_2_1","CoolCoilValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7900001,"NVE_EC_67_202nvoI1","Space","252","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7900002,"NVE_EC_67_202nvoI2","Space","252","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7900003,"NVE_EC_67_202nvoI3","Space","254","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7900004,"NVE_EC_67_202nvoI4","Space","254","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7910006,"NVE_EC_67_202nvoO6","Active Beam","252","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7910007,"NVE_EC_67_202nvoO7","Active Beam","254","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7920001,"NVE_EC_67_203nvoI1","Fan Coil Units","FC_2_2 (224)","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7920002,"NVE_EC_67_203nvoI2","Fan Coil Units","FC_2_2","SupplyFanStatus",1,"bin","Control",""
7920003,"NVE_EC_67_203nvoI3","Fan Coil Units","FC_2_2","DischargeAirTemp",1,"Degrees F","Sensor","DivBy10"
7920004,"NVE_EC_67_203nvoI4","Fan Coil Units","FC_2_2 (222)","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7930001,"NVE_EC_67_203nvoO1","Fan Coil Units","FC_2_2","SupplyFanStartStop",1,"bin","Control",""
7930006,"NVE_EC_67_203nvoO6","Fan Coil Units","FC_2_2","CoolCoilValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7940001,"NVE_EC_67_204nvoI1","Representative Office","341","HotWaterReturnTemp",1,"Degrees F","Sensor","DivBy10"
7940002,"NVE_EC_67_204nvoI2","Representative Office","341","HotWaterSupplyTemp",1,"Degrees F","Sensor","DivBy10"
7940003,"NVE_EC_67_204nvoI3","Representative Office","341","HotWaterFlowRate",1,"GPM","Sensor","DivBy10"
7960001,"NVE_ECP_300_202nvoI1","Space","269B","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7960002,"NVE_ECP_300_202nvoI2","Space","269B","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7960003,"NVE_ECP_300_202nvoI3","Space","269C","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7960004,"NVE_ECP_300_202nvoI4","Space","269C","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7960005,"NVE_ECP_300_202nvoI5","Space","271A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7960006,"NVE_ECP_300_202nvoI6","Space","271A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7960007,"NVE_ECP_300_202nvoI7","Space","271B","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7960008,"NVE_ECP_300_202nvoI8","Space","271B","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7970001,"NVE_ECP_300_202nvoO1","Active Beam","269B","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7970002,"NVE_ECP_300_202nvoO2","Active Beam","269B","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7970003,"NVE_ECP_300_202nvoO3","Active Beam","269C","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7970004,"NVE_ECP_300_202nvoO4","Active Beam","269C","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7970005,"NVE_ECP_300_202nvoO5","Active Beam","271A","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7970006,"NVE_ECP_300_202nvoO6","Active Beam","271A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7970007,"NVE_ECP_300_202nvoO7","Active Beam","271B","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7970008,"NVE_ECP_300_202nvoO8","Active Beam","271B","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7980001,"NVE_ECP_300_203nvoI1","Space","273","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7980002,"NVE_ECP_300_203nvoI2","Space","273","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7980003,"NVE_ECP_300_203nvoI3","Space","274A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7980004,"NVE_ECP_300_203nvoI4","Space","274A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7980005,"NVE_ECP_300_203nvoI5","Space","275A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7980006,"NVE_ECP_300_203nvoI6","Space","275A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7980007,"NVE_ECP_300_203nvoI7","Space","275B","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
7980008,"NVE_ECP_300_203nvoI8","Space","275B","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
7990001,"NVE_ECP_300_203nvoO1","Active Beam","273","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7990002,"NVE_ECP_300_203nvoO2","Active Beam","273","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7990004,"NVE_ECP_300_203nvoO4","Active Beam","274A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7990005,"NVE_ECP_300_203nvoO5","Active Beam","275A","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7990006,"NVE_ECP_300_203nvoO6","Active Beam","275A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
7990007,"NVE_ECP_300_203nvoO7","Active Beam","275B","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
7990008,"NVE_ECP_300_203nvoO8","Active Beam","275B","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8000001,"NVE_ECP_300_204nvoI1","Space","277A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8000002,"NVE_ECP_300_204nvoI2","Space","277A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8000003,"NVE_ECP_300_204nvoI3","Space","277B","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8000004,"NVE_ECP_300_204nvoI4","Space","277B","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8000005,"NVE_ECP_300_204nvoI5","Space","277C","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8000006,"NVE_ECP_300_204nvoI6","Space","277C","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8000007,"NVE_ECP_300_204nvoI7","Space","279","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8000008,"NVE_ECP_300_204nvoI8","Space","279","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8010001,"NVE_ECP_300_204nvoO1","Active Beam","277A","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8010002,"NVE_ECP_300_204nvoO2","Active Beam","277A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8010003,"NVE_ECP_300_204nvoO3","Active Beam","277B","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8010004,"NVE_ECP_300_204nvoO4","Active Beam","277B","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8010005,"NVE_ECP_300_204nvoO5","Active Beam","277C","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8010006,"NVE_ECP_300_204nvoO6","Active Beam","277C","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8010007,"NVE_ECP_300_204nvoO7","Active Beam","279","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8010008,"NVE_ECP_300_204nvoO8","Active Beam","279","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8020001,"NVE_ECP_300_205nvoI1","Space","281","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8020002,"NVE_ECP_300_205nvoI2","Space","281","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8020003,"NVE_ECP_300_205nvoI3","Space","283","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8020004,"NVE_ECP_300_205nvoI4","Space","283","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8020005,"NVE_ECP_300_205nvoI5","Space","285A","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8020006,"NVE_ECP_300_205nvoI6","Space","285A","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8020007,"NVE_ECP_300_205nvoI7","Space","285B","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8020008,"NVE_ECP_300_205nvoI8","Space","285B","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8030001,"NVE_ECP_300_205nvoO1","Active Beam","281","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8030002,"NVE_ECP_300_205nvoO2","Active Beam","281","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8030003,"NVE_ECP_300_205nvoO3","Active Beam","283","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8030004,"NVE_ECP_300_205nvoO4","Active Beam","283","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8030005,"NVE_ECP_300_205nvoO5","Active Beam","285A","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8030006,"NVE_ECP_300_205nvoO6","Active Beam","285A","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8030007,"NVE_ECP_300_205nvoO7","Active Beam","285B","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8030008,"NVE_ECP_300_205nvoO8","Active Beam","285B","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8040001,"NVE_ECP_300_206nvoI1","Space","287","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8040002,"NVE_ECP_300_206nvoI2","Space","287","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8040003,"NVE_ECP_300_206nvoI3","Space","289","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8040004,"NVE_ECP_300_206nvoI4","Space","289","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8040005,"NVE_ECP_300_206nvoI5","Space","291","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8040006,"NVE_ECP_300_206nvoI6","Space","291","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8050001,"NVE_ECP_300_206nvoO1","Active Beam","287","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8050002,"NVE_ECP_300_206nvoO2","Active Beam","287","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8050003,"NVE_ECP_300_206nvoO3","Active Beam","289","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8050004,"NVE_ECP_300_206nvoO4","Active Beam","289","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8050005,"NVE_ECP_300_206nvoO5","Active Beam","291","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8050006,"NVE_ECP_300_206nvoO6","Active Beam","291","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8060001,"NVE_ECP_300_207nvoI1","Space","293","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8060002,"NVE_ECP_300_207nvoI2","Space","293","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8060003,"NVE_ECP_300_207nvoI3","Space","295","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8060004,"NVE_ECP_300_207nvoI4","Space","295","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8060005,"NVE_ECP_300_207nvoI5","Space","297","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8060006,"NVE_ECP_300_207nvoI6","Space","297","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8070001,"NVE_ECP_300_207nvoO1","Active Beam","293","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8070002,"NVE_ECP_300_207nvoO2","Active Beam","293","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8070003,"NVE_ECP_300_207nvoO3","Active Beam","295","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8070004,"NVE_ECP_300_207nvoO4","Active Beam","295","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8070005,"NVE_ECP_300_207nvoO5","Active Beam","297","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8070006,"NVE_ECP_300_207nvoO6","Active Beam","297","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8080001,"NVE_ECP_300_208nvoI1","Space","203","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8080002,"NVE_ECP_300_208nvoI2","Space","203","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8080003,"NVE_ECP_300_208nvoI3","Space","205","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8080004,"NVE_ECP_300_208nvoI4","Space","205","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8080005,"NVE_ECP_300_208nvoI5","Space","207","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8080006,"NVE_ECP_300_208nvoI6","Space","207","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8080007,"NVE_ECP_300_208nvoI7","Space","201","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8080008,"NVE_ECP_300_208nvoI8","Space","201","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8080009,"NVE_ECP_300_208nvoI9","Space","206","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8080010,"NVE_ECP_300_208nvoI10","Space","206","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8090001,"NVE_ECP_300_208nvoO1","Radiant Heaters","203","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8090002,"NVE_ECP_300_208nvoO2","Radiant Heaters","205","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8090003,"NVE_ECP_300_208nvoO3","Radiant Heaters","207","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8090004,"NVE_ECP_300_208nvoO4","Active Beam","201","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8090005,"NVE_ECP_300_208nvoO5","Active Beam","201","ActiveBeamHeatingValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8090006,"NVE_ECP_300_208nvoO6","Active Beam","206","ActiveBeamCoolingValvePos",1,"%","Control","DivBy4,MulBy5,Sub25"
8100001,"NVE_ECP_300_209nvoI1","Space","253","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8100002,"NVE_ECP_300_209nvoI2","Space","253","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8100003,"NVE_ECP_300_209nvoI3","Space","255","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8100004,"NVE_ECP_300_209nvoI4","Space","255","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8100005,"NVE_ECP_300_209nvoI5","Space","257","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8100006,"NVE_ECP_300_209nvoI6","Space","257","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8100007,"NVE_ECP_300_209nvoI7","Space","259","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8100008,"NVE_ECP_300_209nvoI8","Space","259","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8100009,"NVE_ECP_300_209nvoI9","Space","261","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8100010,"NVE_ECP_300_209nvoI10","Space","261","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8110001,"NVE_ECP_300_209nvoO1","Radiant Heaters","253","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8110002,"NVE_ECP_300_209nvoO2","Radiant Heaters","255","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8110003,"NVE_ECP_300_209nvoO3","Radiant Heaters","257","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8110004,"NVE_ECP_300_209nvoO4","Radiant Heaters","259","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8110005,"NVE_ECP_300_209nvoO5","Radiant Heaters","261","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8120001,"NVE_ECP_300_210nvoI1","Space","243","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8120002,"NVE_ECP_300_210nvoI2","Space","243","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8120003,"NVE_ECP_300_210nvoI3","Space","245","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8120004,"NVE_ECP_300_210nvoI4","Space","245","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8120005,"NVE_ECP_300_210nvoI5","Space","247","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8120006,"NVE_ECP_300_210nvoI6","Space","247","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8120007,"NVE_ECP_300_210nvoI7","Space","249","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8120008,"NVE_ECP_300_210nvoI8","Space","249","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8120009,"NVE_ECP_300_210nvoI9","Space","251","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8120010,"NVE_ECP_300_210nvoI10","Space","251","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8130001,"NVE_ECP_300_210nvoO1","Radiant Heaters","243","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8130002,"NVE_ECP_300_210nvoO2","Radiant Heaters","245","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8130003,"NVE_ECP_300_210nvoO3","Radiant Heaters","247","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8130004,"NVE_ECP_300_210nvoO4","Radiant Heaters","249","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8130005,"NVE_ECP_300_210nvoO5","Radiant Heaters","251","RadiantHeaterValvePos",1,"%","Control","DivBy-4,MulBy5,Add125"
8140001,"NVE_ECP_300_211nvoI1","Space","231","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8140002,"NVE_ECP_300_211nvoI2","Space","231","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8140003,"NVE_ECP_300_211nvoI3","Space","233","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8140004,"NVE_ECP_300_211nvoI4","Space","233","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
8140005,"NVE_ECP_300_211nvoI5","Space","235","SpaceTemp",1,"Degrees F","Sensor","DivBy10"
8140006,"NVE_ECP_300_211nvoI6","Space","235","SpaceTempSetpoint",1,"Degrees F","Control","DivBy10"
