"ID","PointName","System","Device","PointType","TimeInterval","Unit","Source","Correction"
1,"NVE_CVB_3_4nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_4 (B54)","AirFlowRate",1,"CFM","Sensor",""
2,"NVE_CVB_3_4nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_4 (B54)","DamperPos",1,"%","Control",""
3,"NVE_CVB_3_4nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_4 (B54)","EffectTempSetpoint",1,"Degrees F","Control",""
4,"NVE_CVB_3_4nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_4 (B54)","AirFlowRateSetpoint",1,"CFM","Control",""
5,"NVE_CVB_3_1nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_1","AirFlowRate",1,"CFM","Sensor",""
6,"NVE_CVB_3_1nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_1","DamperPos",1,"%","Control",""
7,"NVE_CVB_3_1nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_1","EffectTempSetpoint",1,"Degrees F","Control",""
8,"NVE_CVB_3_1nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_1","AirFlowRateSetpoint",1,"CFM","Control",""
10,"NVE_CVB_3_2nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_2","AirFlowRate",1,"CFM","Sensor",""
11,"NVE_CVB_3_4nvoSpaceTemp","Space","CVB_3_4 (B54)","SpaceTemp",1,"Degrees F","Sensor",""
12,"NVE_CVB_3_6nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_6 (B54)","AirFlowRate",1,"CFM","Sensor",""
13,"NVE_CVB_3_2nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_2","DamperPos",1,"%","Control",""
14,"NVE_CVB_3_2nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_2","EffectTempSetpoint",1,"Degrees F","Control",""
15,"NVE_CVB_3_2nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_2","AirFlowRateSetpoint",1,"CFM","Control",""
17,"NVE_CVB_3_5nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_5","AirFlowRate",1,"CFM","Sensor",""
18,"NVE_CVB_3_5nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_5","DamperPos",1,"%","Control",""
19,"NVE_CVB_3_5nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_5","EffectTempSetpoint",1,"Degrees F","Control",""
20,"NVE_CVB_3_5nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_5","AirFlowRateSetpoint",1,"CFM","Control",""
22,"NVE_CVB_3_7nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_7","AirFlowRate",1,"CFM","Sensor",""
23,"NVE_CVB_3_7nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_7","DamperPos",1,"%","Control",""
24,"NVE_CVB_3_7nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_7","EffectTempSetpoint",1,"Degrees F","Control",""
25,"NVE_CVB_3_7nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_7","AirFlowRateSetpoint",1,"CFM","Control",""
27,"NVE_CVB_3_8nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_8 (B62)","AirFlowRate",1,"CFM","Sensor",""
28,"NVE_CVB_3_8nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_8 (B62)","DamperPos",1,"%","Control",""
29,"NVE_CVB_3_8nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_8 (B62)","EffectTempSetpoint",1,"Degrees F","Control",""
30,"NVE_CVB_3_8nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_8 (B62)","AirFlowRateSetpoint",1,"CFM","Control",""
31,"NVE_CVB_3_8nvoSpaceTemp","Space","CVB_3_8 (B62)","SpaceTemp",1,"Degrees F","Sensor",""
32,"NVE_CVB_3_9nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_9 (B64)","AirFlowRate",1,"CFM","Sensor",""
33,"NVE_CVB_3_9nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_9 (B64)","DamperPos",1,"%","Control",""
34,"NVE_CVB_3_9nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_9 (B64)","EffectTempSetpoint",1,"Degrees F","Control",""
35,"NVE_CVB_3_9nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_9 (B64)","AirFlowRateSetpoint",1,"CFM","Control",""
36,"NVE_CVB_3_9nvoSpaceTemp","Space","CVB_3_9 (B64)","SpaceTemp",1,"Degrees F","Sensor",""
37,"NVE_CVB_3_11nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_11","AirFlowRate",1,"CFM","Sensor",""
38,"NVE_CVB_3_11nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_11","DamperPos",1,"%","Control",""
39,"NVE_CVB_3_11nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_11","EffectTempSetpoint",1,"Degrees F","Control",""
40,"NVE_CVB_3_11nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_11","AirFlowRateSetpoint",1,"CFM","Control",""
42,"NVE_CVB_3_12nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","AirFlowRate",1,"CFM","Sensor",""
43,"NVE_CVB_3_12nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","DamperPos",1,"%","Control",""
44,"NVE_CVB_3_12nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","EffectTempSetpoint",1,"Degrees F","Control",""
45,"NVE_CVB_3_12nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","AirFlowRateSetpoint",1,"CFM","Control",""
46,"NVE_CVB_3_12nvoSpaceTemp","Space","CVB_3_12 (B63)	","SpaceTemp",1,"Degrees F","Sensor",""
47,"NVE_CVB_3_13nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_13 (B61)","AirFlowRate",1,"CFM","Sensor",""
48,"NVE_CVB_3_13nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_13 (B61)","DamperPos",1,"%","Control",""
49,"NVE_CVB_3_13nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_13 (B61)","EffectTempSetpoint",1,"Degrees F","Control",""
50,"NVE_CVB_3_6nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_6 (B54)","DamperPos",1,"%","Control",""
51,"NVE_CVB_3_6nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_6 (B54)","EffectTempSetpoint",1,"Degrees F","Control",""
52,"NVE_CVB_3_6nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_6 (B54)","AirFlowRateSetpoint",1,"CFM","Control",""
53,"NVE_CVB_3_6nvoSpaceTemp","Space","CVB_3_6 (B54)","SpaceTemp",1,"Degrees F","Sensor",""
54,"NVE_CVB_3_13nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_13 (B61)","AirFlowRateSetpoint",1,"CFM","Control",""
55,"NVE_CVB_3_13nvoSpaceTemp","Space","CVB_3_13 (B61)","SpaceTemp",1,"Degrees F","Sensor",""
56,"NVE_CVB_3_15nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","AirFlowRate",1,"CFM","Sensor",""
57,"NVE_CVB_3_15nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","DamperPos",1,"%","Control",""
58,"NVE_CVB_3_15nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","EffectTempSetpoint",1,"Degrees F","Control",""
59,"NVE_CVB_3_15nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","AirFlowRateSetpoint",1,"CFM","Control",""
60,"NVE_CVB_3_15nvoSpaceTemp","Space","CVB_3_15 (B61B)","SpaceTemp",1,"Degrees F","Sensor",""
61,"NVE_CVB_3_19nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_19 (B51)","AirFlowRate",1,"CFM","Sensor",""
62,"NVE_CVB_3_19nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_19 (B51)","DamperPos",1,"%","Control",""
63,"NVE_CVB_3_19nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_19 (B51)","EffectTempSetpoint",1,"Degrees F","Control",""
64,"NVE_CVB_3_19nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_19 (B51)","AirFlowRateSetpoint",1,"CFM","Control",""
65,"NVE_CVB_3_19nvoSpaceTemp","Space","CVB_3_19 (B51)","SpaceTemp",1,"Degrees F","Sensor",""
66,"NVE_CVB_3_20nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_20","AirFlowRate",1,"CFM","Sensor",""
67,"NVE_CVB_3_20nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_20","DamperPos",1,"%","Control",""
68,"NVE_CVB_3_20nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_20","EffectTempSetpoint",1,"Degrees F","Control",""
69,"NVE_CVB_3_20nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_20","AirFlowRateSetpoint",1,"CFM","Control",""
71,"NVE_CVB_3_25nvoAirFlow","Constant Volume Thermal Boxes","CVB_3_25","AirFlowRate",1,"CFM","Sensor",""
72,"NVE_CVB_3_25nvoDamperPos","Constant Volume Thermal Boxes","CVB_3_25","DamperPos",1,"%","Control",""
73,"NVE_CVB_3_25nvoEffectSetpt","Constant Volume Thermal Boxes","CVB_3_25","EffectTempSetpoint",1,"Degrees F","Control",""
74,"NVE_CVB_3_25nvoFlowSetpoint","Constant Volume Thermal Boxes","CVB_3_25","AirFlowRateSetpoint",1,"CFM","Control",""
76,"NVE_VAVB_3_3nvoAirFlow","Variable Air Volume Boxes","VAVB_3_3 (B40)","AirFlowRate",1,"CFM","Sensor",""
77,"NVE_VAVB_3_3nvoDamperPos","Variable Air Volume Boxes","VAVB_3_3 (B40)","DamperPos",1,"%","Control",""
78,"NVE_VAVB_3_3nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_3 (B40)","EffectTempSetpoint",1,"Degrees F","Control",""
79,"NVE_VAVB_3_3nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_3 (B40)","AirFlowRateSetpoint",1,"CFM","Control",""
80,"NVE_VAVB_3_3nvoSpaceTemp","Space","VAVB_3_3 (B40)","SpaceTemp",1,"Degrees F","Sensor",""
81,"NVE_VAVB_3_10nvoAirFlow","Variable Air Volume Boxes","VAVB_3_10 (B52)","AirFlowRate",1,"CFM","Sensor",""
82,"NVE_VAVB_3_10nvoDamperPos","Variable Air Volume Boxes","VAVB_3_10 (B52)","DamperPos",1,"%","Control",""
83,"NVE_VAVB_3_10nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_10 (B52)","EffectTempSetpoint",1,"Degrees F","Control",""
84,"NVE_VAVB_3_10nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_10 (B52)","AirFlowRateSetpoint",1,"CFM","Control",""
85,"NVE_VAVB_3_10nvoSpaceTemp","Space","VAVB_3_10 (B52)","SpaceTemp",1,"Degrees F","Sensor",""
86,"NVE_VAVB_3_14nvoAirFlow","Variable Air Volume Boxes","VAVB_3_14 (B59)","AirFlowRate",1,"CFM","Sensor",""
87,"NVE_VAVB_3_14nvoDamperPos","Variable Air Volume Boxes","VAVB_3_14 (B59)","DamperPos",1,"%","Control",""
88,"NVE_VAVB_3_14nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_14 (B59)","EffectTempSetpoint",1,"Degrees F","Control",""
89,"NVE_VAVB_3_14nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_14 (B59)","AirFlowRateSetpoint",1,"CFM","Control",""
90,"NVE_VAVB_3_14nvoSpaceTemp","Space","VAVB_3_14 (B59)","SpaceTemp",1,"Degrees F","Sensor",""
91,"NVE_VAVB_3_16nvoAirFlow","Variable Air Volume Boxes","VAVB_3_16 (B57)","AirFlowRate",1,"CFM","Sensor",""
92,"NVE_VAVB_3_16nvoDamperPos","Variable Air Volume Boxes","VAVB_3_16 (B57)","DamperPos",1,"%","Control",""
93,"NVE_VAVB_3_16nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_16 (B57)","EffectTempSetpoint",1,"Degrees F","Control",""
94,"NVE_VAVB_3_16nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_16 (B57)","AirFlowRateSetpoint",1,"CFM","Control",""
95,"NVE_VAVB_3_16nvoSpaceTemp","Space","VAVB_3_16 (B57)","SpaceTemp",1,"Degrees F","Sensor",""
96,"NVE_VAVB_3_17nvoAirFlow","Variable Air Volume Boxes","VAVB_3_17 (B55)","AirFlowRate",1,"CFM","Sensor",""
97,"NVE_VAVB_3_17nvoDamperPos","Variable Air Volume Boxes","VAVB_3_17 (B55)","DamperPos",1,"%","Control",""
98,"NVE_VAVB_3_17nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_17 (B55)","EffectTempSetpoint",1,"Degrees F","Control",""
99,"NVE_VAVB_3_17nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_17 (B55)","AirFlowRateSetpoint",1,"CFM","Control",""
100,"NVE_VAVB_3_17nvoSpaceTemp","Space","VAVB_3_17 (B55)","SpaceTemp",1,"Degrees F","Sensor",""
101,"NVE_VAVB_3_18nvoAirFlow","Variable Air Volume Boxes","VAVB_3_18 (B53)","AirFlowRate",1,"CFM","Sensor",""
102,"NVE_VAVB_3_18nvoDamperPos","Variable Air Volume Boxes","VAVB_3_18 (B53)","DamperPos",1,"%","Control",""
103,"NVE_VAVB_3_18nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_18 (B53)","EffectTempSetpoint",1,"Degrees F","Control",""
104,"NVE_VAVB_3_18nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_18 (B53)","AirFlowRateSetpoint",1,"CFM","Control",""
105,"NVE_VAVB_3_18nvoSpaceTemp","Space","VAVB_3_18 (B53)","SpaceTemp",1,"Degrees F","Sensor",""
106,"NVE_VAVB_3_21nvoAirFlow","Variable Air Volume Boxes","VAVB_3_21 (B35)","AirFlowRate",1,"CFM","Sensor",""
107,"NVE_VAVB_3_21nvoDamperPos","Variable Air Volume Boxes","VAVB_3_21 (B35)","DamperPos",1,"%","Control",""
108,"NVE_VAVB_3_21nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_21 (B35)","EffectTempSetpoint",1,"Degrees F","Control",""
109,"NVE_VAVB_3_21nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_21 (B35)","AirFlowRateSetpoint",1,"CFM","Control",""
110,"NVE_VAVB_3_21nvoSpaceTemp","Space","VAVB_3_21 (B35)","SpaceTemp",1,"Degrees F","Sensor",""
111,"NVE_VAVB_3_22nvoAirFlow","Variable Air Volume Boxes","VAVB_3_22 (B37)","AirFlowRate",1,"CFM","Sensor",""
112,"NVE_VAVB_3_22nvoDamperPos","Variable Air Volume Boxes","VAVB_3_22 (B37)","DamperPos",1,"%","Control",""
113,"NVE_VAVB_3_22nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_22 (B37)","EffectTempSetpoint",1,"Degrees F","Control",""
114,"NVE_VAVB_3_22nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_22 (B37)","AirFlowRateSetpoint",1,"CFM","Control",""
115,"NVE_VAVB_3_22nvoSpaceTemp","Space","VAVB_3_22 (B37)","SpaceTemp",1,"Degrees F","Sensor",""
116,"NVE_VAVB_3_23nvoAirFlow","Variable Air Volume Boxes","VAVB_3_23 (B39)","AirFlowRate",1,"CFM","Sensor",""
117,"NVE_VAVB_3_23nvoDamperPos","Variable Air Volume Boxes","VAVB_3_23 (B39)","DamperPos",1,"%","Control",""
118,"NVE_VAVB_3_23nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_23 (B39)","EffectTempSetpoint",1,"Degrees F","Control",""
119,"NVE_VAVB_3_23nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_23 (B39)","AirFlowRateSetpoint",1,"CFM","Control",""
120,"NVE_VAVB_3_23nvoSpaceTemp","Space","VAVB_3_23 (B39)","SpaceTemp",1,"Degrees F","Sensor",""
121,"NVE_VAVB_3_24nvoAirFlow","Variable Air Volume Boxes","VAVB_3_24 (B41)","AirFlowRate",1,"CFM","Sensor",""
122,"NVE_VAVB_3_24nvoDamperPos","Variable Air Volume Boxes","VAVB_3_24 (B41)","DamperPos",1,"%","Control",""
123,"NVE_VAVB_3_24nvoEffectSetpt","Variable Air Volume Boxes","VAVB_3_24 (B41)","EffectTempSetpoint",1,"Degrees F","Control",""
124,"NVE_VAVB_3_24nvoFlowSetpoint","Variable Air Volume Boxes","VAVB_3_24 (B41)","AirFlowRateSetpoint",1,"CFM","Control",""
125,"NVE_VAVB_3_24nvoSpaceTemp","Space","VAVB_3_24 (B41)","SpaceTemp",1,"Degrees F","Sensor",""
126,"NVE_CVB_3_8nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_3_8 (B62)","HeatCoilValvePos",1,"%","Control",""
127,"NVE_CVB_3_8nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_8 (B62)","CoolCoilValvePos",1,"%","Control",""
128,"NVE_TCHWPB_2nvoFreqAct","Temperate Chilled Water Loop","TCHWPB_2","FreqAct",1,"Hertz","Sensor",""
129,"NVE_TCHWPB_3nvoFreqAct","Temperate Chilled Water Loop","TCHWPB_3","FreqAct",1,"Hertz","Sensor",""
130,"NVE_CHWPB_1nvoFreqAct","Chilled Water Loop","CHWPB_1","FreqAct",1,"Hertz","Sensor",""
131,"NVE_THWPB_3nvoFreqAct","Temperate Hot Water Loop","THWPB_3","FreqAct",1,"Hertz","Sensor",""
132,"NVE_THWPB_4nvoFreqAct","Temperate Hot Water Loop","THWPB_4","FreqAct",1,"Hertz","Sensor",""
133,"NVE_HWPB_1nvoFreqAct","Hot Water Loop","HWPB_1","FreqAct",1,"Hertz","Sensor",""
134,"NVE_HWPB_2nvoFreqAct","Hot Water Loop","HWPB_2","FreqAct",1,"Hertz","Sensor",""
135,"NVE_CVB_3_4nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_4 (B54)","CoolCoilValvePos",1,"%","Control",""
136,"NVE_CVB_3_6nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_6 (B54)","CoolCoilValvePos",1,"%","Control",""
137,"NVE_CVB_3_12nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_12 (B63)	","CoolCoilValvePos",1,"%","Control",""
138,"NVE_CVB_3_13nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_3_13 (B61)","HeatCoilValvePos",1,"%","Control",""
139,"NVE_EMCS_FSnvo1050L","Electrical Power","BuildingStandby","Power",1,"W","Sensor",""
140,"NVE_ECVB_56_1nvoAirFlow","Exhaust Constant Volume","ECVB_56_1","AirFlowRate",1,"CFM","Sensor",""
141,"NVE_ECVB_56_1nvoDamperPos","Exhaust Constant Volume","ECVB_56_1","DamperPos",1,"%","Control",""
142,"NVE_ECVB_56_1nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_1","AirFlowRateSetpoint",1,"CFM","Control",""
143,"NVE_ECVB_56_10nvoAirFlow","Exhaust Constant Volume","ECVB_56_10","AirFlowRate",1,"CFM","Sensor",""
144,"NVE_ECVB_56_10nvoDamperPos","Exhaust Constant Volume","ECVB_56_10","DamperPos",1,"%","Control",""
145,"NVE_ECVB_56_1nvoFlowSetpoin","Exhaust Constant Volume","ECVB_56_10","AirFlowRateSetpoint",1,"CFM","Control",""
146,"NVE_ECVB_56_12nvoAirFlow","Exhaust Constant Volume","ECVB_56_12","AirFlowRate",1,"CFM","Sensor",""
147,"NVE_ECVB_56_12nvoDamperPos","Exhaust Constant Volume","ECVB_56_12","DamperPos",1,"%","Control",""
148,"NVE_ECVB_56_1nvoFlowSetpoin01","Exhaust Constant Volume","ECVB_56_12","AirFlowRateSetpoint",1,"CFM","Control",""
149,"NVE_ECVB_56_14nvoAirFlow","Exhaust Constant Volume","ECVB_56_14","AirFlowRate",1,"CFM","Sensor",""
150,"NVE_ECVB_56_14nvoDamperPos","Exhaust Constant Volume","ECVB_56_14","DamperPos",1,"%","Control",""
151,"NVE_ECVB_56_1nvoFlowSetpoin02","Exhaust Constant Volume","ECVB_56_14","AirFlowRateSetpoint",1,"CFM","Control",""
152,"NVE_ECVB_56_3nvoAirFlow","Exhaust Constant Volume","ECVB_56_3","AirFlowRate",1,"CFM","Sensor",""
153,"NVE_ECVB_56_3nvoDamperPos","Exhaust Constant Volume","ECVB_56_3","DamperPos",1,"%","Control",""
154,"NVE_ECVB_56_3nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_3","AirFlowRateSetpoint",1,"CFM","Control",""
155,"NVE_ECVB_56_4nvoAirFlow","Exhaust Constant Volume","ECVB_56_4","AirFlowRate",1,"CFM","Sensor",""
156,"NVE_ECVB_56_4nvoDamperPos","Exhaust Constant Volume","ECVB_56_4","DamperPos",1,"%","Control",""
157,"NVE_ECVB_56_4nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_4","AirFlowRateSetpoint",1,"CFM","Control",""
158,"NVE_ECVB_56_5nvoAirFlow","Exhaust Constant Volume","ECVB_56_5","AirFlowRate",1,"CFM","Sensor",""
159,"NVE_ECVB_56_5nvoDamperPos","Exhaust Constant Volume","ECVB_56_5","DamperPos",1,"%","Control",""
160,"NVE_ECVB_56_5nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_5","AirFlowRateSetpoint",1,"CFM","Control",""
161,"NVE_ECVB_56_6nvoAirFlow","Exhaust Constant Volume","ECVB_56_6","AirFlowRate",1,"CFM","Sensor",""
162,"NVE_ECVB_56_6nvoDamperPos","Exhaust Constant Volume","ECVB_56_6","DamperPos",1,"%","Control",""
163,"NVE_ECVB_56_6nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_6","AirFlowRateSetpoint",1,"CFM","Control",""
164,"NVE_ECVB_56_8nvoAirFlow","Exhaust Constant Volume","ECVB_56_8","AirFlowRate",1,"CFM","Sensor",""
165,"NVE_ECVB_56_8nvoDamperPos","Exhaust Constant Volume","ECVB_56_8","DamperPos",1,"%","Control",""
166,"NVE_ECVB_56_8nvoFlowSetpoint","Exhaust Constant Volume","ECVB_56_8","AirFlowRateSetpoint",1,"CFM","Control",""
167,"NVE_ECVB_56_13nvoAirFlow","Exhaust Constant Volume","ECVB_56_13","AirFlowRate",1,"CFM","Sensor",""
168,"NVE_ECVB_56_13nvoDamperPos","Exhaust Constant Volume","ECVB_56_13","DamperPos",1,"%","Control",""
169,"NVE_ECVB_56_1nvoFlowSetpoin03","Exhaust Constant Volume","ECVB_56_13","AirFlowRateSetpoint",1,"CFM","Control",""
170,"NVE_ECVB_56_15nvoAirFlow","Exhaust Constant Volume","ECVB_56_15","AirFlowRate",1,"CFM","Sensor",""
171,"NVE_ECVB_56_15nvoDamperPos","Exhaust Constant Volume","ECVB_56_15","DamperPos",1,"%","Control",""
172,"NVE_ECVB_56_1nvoFlowSetpoin04","Exhaust Constant Volume","ECVB_56_15","AirFlowRateSetpoint",1,"CFM","Control",""
173,"NVE_EVAVB_56_11nvoAirFlow","Exhaust Variable Volume","EVAVB_56_11","AirFlowRate",1,"CFM","Sensor",""
174,"NVE_EVAVB_56_11nvoDamperPos","Exhaust Variable Volume","EVAVB_56_11","DamperPos",1,"%","Control",""
175,"NVE_EVAVB_56_1nvoFlowSetpoin","Exhaust Variable Volume","EVAVB_56_11","AirFlowRateSetpoint",1,"CFM","Control",""
176,"NVE_EVAVB_56_2nvoAirFlow","Exhaust Variable Volume","EVAVB_56_2","AirFlowRate",1,"CFM","Sensor",""
177,"NVE_EVAVB_56_2nvoDamperPos","Exhaust Variable Volume","EVAVB_56_2","DamperPos",1,"%","Control",""
178,"NVE_EVAVB_56_nvoFlowSetpoin","Exhaust Variable Volume","EVAVB_56_2","AirFlowRateSetpoint",1,"CFM","Control",""
179,"NVE_EVAVB_56_7nvoAirFlow","Exhaust Variable Volume","EVAVB_56_7","AirFlowRate",1,"CFM","Sensor",""
180,"NVE_EVAVB_56_7nvoDamperPos","Exhaust Variable Volume","EVAVB_56_7","DamperPos",1,"%","Control",""
181,"NVE_EVAVB_56_nvoFlowSetpoin01","Exhaust Variable Volume","EVAVB_56_7","AirFlowRateSetpoint",1,"CFM","Control",""
182,"NVE_EVAVB_56_9nvoAirFlow","Exhaust Variable Volume","EVAVB_56_9","AirFlowRate",1,"CFM","Sensor",""
183,"NVE_EVAVB_56_9nvoDamperPos","Exhaust Variable Volume","EVAVB_56_9","DamperPos",1,"%","Control",""
184,"NVE_EVAVB_56_nvoFlowSetpoin02","Exhaust Variable Volume","EVAVB_56_9","AirFlowRateSetpoint",1,"CFM","Control",""
185,"NVE_EMCS_FSnvo1050N","Electrical Power","BasementEast","PlugLoads",1,"W","Sensor",""
186,"NVE_EMCS_FSnvo1NHE","Electrical Power","1stFloor","LightingPower",1,"W","Sensor",""
187,"NVE_EMCS_FSnvo2NHE","Electrical Power","2ndFloor","LightingPower",1,"W","Sensor",""
188,"NVE_EMCS_FSnvo3NHE","Electrical Power","3rdFloor","LightingPower",1,"W","Sensor",""
189,"NVE_EMCS_FSnvoATSET","Electrical Power","Emergency","Power",1,"W","Sensor",""
190,"NVE_EMCS_FSnvoBNHDM","Electrical Power","MechanicalEquip","Power",1,"W","Sensor",""
191,"NVE_EMCS_FSnvoBNHE1","Electrical Power","LabEquipBasmentEast","Power",1,"W","Sensor",""
192,"NVE_EMCS_FSnvoBNHE2","Electrical Power","Basement","LightingPower",1,"W","Sensor",""
193,"NVE_EMCS_FSnvoBNHW1","Electrical Power","LabEquipBasmentWest","Power",1,"W","Sensor",""
194,"NVE_EMCS_FSnvoBNHWD","Electrical Power","BNHWD","Power",1,"W","Sensor",""
195,"NVE_EMCS_FSnvoBOA","Outside","Outside","LightingPower",1,"W","Sensor",""
196,"NVE_EMCS_FSnvoT1NE","Electrical Power","1stFloorEast","PlugLoads",1,"W","Sensor",""
197,"NVE_EMCS_FSnvoT1NW","Electrical Power","1stFloorWest","PlugLoads",1,"W","Sensor",""
198,"NVE_EMCS_FSnvoT2NE","Electrical Power","2ndFloorEast","PlugLoads",1,"W","Sensor",""
199,"NVE_EMCS_FSnvoT2NW","Electrical Power","2ndFloorWest","PlugLoads",1,"W","Sensor",""
200,"NVE_EMCS_FSnvoT3NE","Electrical Power","3rdFloorEast","PlugLoads",1,"W","Sensor",""
201,"NVE_EMCS_FSnvoT3NW","Electrical Power","3rdFloorWest","PlugLoads",1,"W","Sensor",""
202,"NVE_EMCS_FSnvoTBNW","Electrical Power","BasementWest","PlugLoads",1,"W","Sensor",""
203,"NVE_CVB_3_8nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_8 (B62)","DischargeAirTemp",1,"Degrees F","Sensor",""
206,"NVE_CVB_3_13nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_13 (B61)","CoolCoilValvePos",1,"%","Control",""
207,"NVE_CVB_3_15nvoCtrlOut5","Constant Volume Thermal Boxes","CVB_3_15 (B61B)","HeatCoilValvePos",1,"%","Control",""
208,"NVE_CVB_3_19nvoCtrlOut6","Constant Volume Thermal Boxes","CVB_3_19 (B51)","CoolCoilValvePos",1,"%","Control",""
209,"NVE_CVB_3_4nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_4 (B54)","DischargeAirTemp",1,"Degrees F","Sensor",""
210,"NVE_CVB_3_6nvoHwInput3","Constant Volume Thermal Boxes","CVB_3_6 (B54)","DischargeAirTemp",1,"Degrees F","Sensor",""
